Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
30,female,student,graduate,family,travel,Yan Nawa,stageplay,9,Rachadalai Theatre
24,female,employee,bachelor,family,movie,Saphan Sung,stageplay,9,Rachadalai Theatre
45,female,business,secondary,family,family,Prawet,stageplay,9,Rachadalai Theatre
63,male,official,secondary,family,concert,Thawi Watthana,stageplay,10,Rachadalai Theatre
61,female,employee,bachelor,family,concert,Min Buri,stageplay,9,Rachadalai Theatre
50,female,employee,bachelor,family,travel,Chatuchak,stageplay,9,Rachadalai Theatre
14,female,student,primary,family,family,Bang Kho Laem,stageplay,9,Rachadalai Theatre
56,male,business,bachelor,family,movie,Bang Kapi,stageplay,9,Rachadalai Theatre
58,female,official,bachelor,family,movie,Chom Thong,stageplay,9,Rachadalai Theatre
28,male,employee,bachelor,family,sport,Bang Kapi,stageplay,9,Rachadalai Theatre
30,female,student,graduate,family,travel,Yan Nawa,stageplay,10,Rachadalai Theatre
33,female,employee,bachelor,family,travel,Don Mueang,stageplay,9,Rachadalai Theatre
41,female,employee,bachelor,family,concert,Bang Kapi,stageplay,9,Rachadalai Theatre
46,male,employee,bachelor,family,family,Bueng Kum,stageplay,10,Rachadalai Theatre
33,female,employee,bachelor,family,concert,Huai Khwang,stageplay,9,Rachadalai Theatre
52,female,employee,diploma,family,travel,Chom Thong,stageplay,9,Rachadalai Theatre
24,male,student,bachelor,family,concert,Khlong Toei,stageplay,10,Rachadalai Theatre
61,male,business,primary,family,travel,Ratchathewi,culture,4,Sukhothai
16,female,student,diploma,family,movie,Nong Khaem,culture,4,Sukhothai
52,female,business,secondary,family,travel,Khlong Toei,culture,4,Sukhothai
59,female,employee,bachelor,family,travel,Saphan Sung,culture,4,Sukhothai
46,female,business,bachelor,family,travel,Chatuchak,culture,4,Sukhothai
14,female,student,diploma,family,family,Nong Khaem,culture,4,Sukhothai
52,female,business,primary,family,concert,Bang Khae,culture,5,Sukhothai
51,female,business,diploma,family,family,Lak Si,nature,3,Chonburi
53,female,business,secondary,family,travel,Phra Khanong,nature,3,Chonburi
53,female,business,secondary,family,family,Taling Chan,nature,3,Chonburi
46,female,housewife,bachelor,family,rally,Lat Krabang,nature,3,Chonburi
50,male,employee,bachelor,family,travel,Bang Khae,nature,3,Chonburi
53,male,business,secondary,family,travel,Lak Si,nature,3,Chonburi
45,female,employee,bachelor,family,movie,Bang Na,nature,4,Chonburi
46,male,employee,graduate,family,travel,Bang Rak,nature,3,Chonburi
56,female,business,primary,family,travel,Phasi Charoen,nature,3,Chonburi
52,female,business,primary,family,concert,Bang Khae,nature,3,Chonburi
56,female,business,bachelor,party,travel,Din Daeng,cooking,1,Cooking Studio Town in Town
34,female,employee,graduate,party,travel,Lat Phrao,cooking,1,Cooking Studio Town in Town
38,female,employee,bachelor,party,travel,Huai Khwang,cooking,1,Cooking Studio Town in Town
44,female,business,bachelor,party,family,Prawet,cooking,1,Cooking Studio Town in Town
52,male,business,diploma,party,celebrity,Lat Phrao,cooking,1,Cooking Studio Town in Town
58,female,official,other,party,travel,Saphan Sung,beauty,9,The Skin Doctors Central Chidlom
39,female,business,bachelor,party,travel,Bueng Kum,beauty,9,The Skin Doctors Central Chidlom
36,female,employee,graduate,party,travel,Chatuchak,beauty,9,The Skin Doctors Central Chidlom
47,female,housewife,diploma,party,travel,Bang Khun Thian,beauty,9,The Skin Doctors Central Chidlom
57,female,official,graduate,party,travel,Sathon,beauty,9,The Skin Doctors Central Chidlom
55,female,other,secondary,party,travel,Thung Khru,beauty,9,The Skin Doctors Central Chidlom
25,female,student,bachelor,party,travel,Bangkok Yai,beauty,9,The Skin Doctors Central Chidlom
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,8,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,8,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,7,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,8,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,8,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,8,Impact
50,female,housewife,bachelor,party,concert,Chatuchak,concert ,9,Impact
51,male,other,secondary,party,concert,Bangkok Yai,concert ,8,Impact
51,male,other,secondary,party,concert,Bangkok Yai,concert ,8,Impact
51,male,other,secondary,party,concert,Bangkok Yai,concert ,9,Impact
49,female,employee,graduate,party,concert,Sathon,concert ,7,Impact
30,female,business,bachelor,party,concert,Phaya Thai,concert ,8,Impact
43,male,business,bachelor,party,family,Bang Khae,concert ,8,Impact
30,male,employee,diploma,party,family,Bang Na,concert ,8,Impact
30,male,employee,diploma,party,family,Bang Na,concert ,7,Impact
50,female,employee,bachelor,party,concert,Lat Phrao,concert ,9,Impact
39,female,other,bachelor,party,travel,Sathon,concert ,8,Impact
16,male,other,primary,party,travel,Bang Bon,concert ,7,Impact
28,female,employee,bachelor,party,travel,Watthana,concert ,7,Impact
24,female,business,bachelor,party,concert,Sai Mai,concert ,7,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,8,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,8,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,7,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,8,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,8,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,8,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,9,Impact
51,male,business,bachelor,party,concert,Chatuchak,concert ,7,Impact
24,male,freelance,bachelor,party,concert,Nong Chok,concert ,7,Impact
24,male,freelance,bachelor,party,concert,Nong Chok,concert ,7,Impact
52,female,business,bachelor,party,concert,Khan Na Yao,concert ,8,Impact
52,female,business,bachelor,party,concert,Khan Na Yao,concert ,8,Impact
52,female,business,bachelor,party,concert,Khan Na Yao,concert ,9,Impact
37,female,employee,bachelor,party,movie,Yan Nawa,concert ,9,Impact
15,female,student,secondary,party,sport,Chatuchak,concert ,8,Impact
15,female,student,secondary,party,sport,Chatuchak,concert ,7,Impact
15,female,student,secondary,party,sport,Chatuchak,concert ,8,Impact
15,female,student,secondary,party,sport,Chatuchak,concert ,8,Impact
15,female,student,secondary,party,sport,Chatuchak,concert ,8,Impact
40,female,employee,bachelor,party,movie,Thung Khru,concert ,9,Impact
60,male,business,graduate,party,travel,Lat Phrao,journey,11,The Mall Bang Kapi
54,female,business,secondary,party,concert,Bang Sue,journey,11,The Mall Bang Kapi
45,female,business,bachelor,party,movie,Ratchathewi,journey,11,The Mall Bang Kapi
42,female,business,bachelor,party,concert,Wang Thonglang,journey,11,The Mall Bang Kapi
48,male,business,primary,party,travel,Suan Luang,journey,11,The Mall Bang Kapi
37,female,other,bachelor,party,travel,Thawi Watthana,journey,11,The Mall Bang Kapi
37,male,employee,secondary,party,travel,Sathon,journey,11,The Mall Bang Kapi
42,female,employee,diploma,party,travel,Huai Khwang,journey,11,The Mall Bang Kapi
31,female,employee,graduate,party,travel,Huai Khwang,journey,11,The Mall Bang Kapi
46,male,employee,bachelor,party,movie,Bang Khae,journey,11,The Mall Bang Kapi
28,female,employee,bachelor,party,movie,Chom Thong,journey,10,The Mall Bang Kapi
50,female,other,other,party,travel,Khlong Toei,journey,11,The Mall Bang Kapi
27,female,business,bachelor,party,travel,Khan Na Yao,journey,11,The Mall Bang Kapi
40,female,official,bachelor,party,travel,Khan Na Yao,journey,11,The Mall Bang Kapi
37,male,enterprise,bachelor,party,movie,Don Mueang,journey,10,The Mall Bang Kapi
10,male,employee,diploma,party,concert,Thon Buri,journey,11,The Mall Bang Kapi
51,male,business,primary,party,family,Bang Bon,journey,11,The Mall Bang Kapi
39,female,employee,graduate,party,travel,Bang Kapi,journey,10,The Mall Bang Kapi
29,male,business,diploma,party,travel,Bang Kho Laem,journey,10,The Mall Bang Kapi
51,female,other,diploma,party,travel,Chom Thong,journey,10,The Mall Bang Kapi
41,female,freelance,diploma,party,concert,Chatuchak,journey,10,The Mall Bang Kapi
40,male,employee,bachelor,party,travel,Chatuchak,journey,11,The Mall Bang Kapi
44,male,business,bachelor,party,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
38,female,business,bachelor,party,travel,Din Daeng,journey,11,The Mall Bang Kapi
56,female,official,graduate,party,family,Sathon,journey,11,The Mall Bang Kapi
55,male,official,graduate,party,travel,Huai Khwang,journey,11,The Mall Bang Kapi
38,female,employee,bachelor,party,concert,Bang Kho Laem,journey,10,The Mall Bang Kapi
37,male,employee,bachelor,party,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
36,female,employee,bachelor,party,concert,Saphan Sung,journey,11,The Mall Bang Kapi
45,male,enterprise,secondary,party,travel,Min Buri,journey,11,The Mall Bang Kapi
37,male,business,bachelor,party,concert,Lak Si,journey,11,The Mall Bang Kapi
46,male,business,diploma,party,travel,Huai Khwang,journey,11,The Mall Bang Kapi
35,female,employee,bachelor,party,concert,Bang Kapi,journey,11,The Mall Bang Kapi
32,male,business,graduate,party,concert,Khlong San,journey,11,The Mall Bang Kapi
26,female,other,bachelor,party,concert,Khlong Toei,journey,11,The Mall Bang Kapi
30,female,other,other,party,travel,Prawet,journey,11,The Mall Bang Kapi
25,female,employee,secondary,party,movie,Chatuchak,journey,12,The Mall Bang Kapi
31,male,business,bachelor,party,travel,Pom Prap Sattru Phai,journey,11,The Mall Bang Kapi
51,female,other,other,party,other,Pom Prap Sattru Phai,journey,11,The Mall Bang Kapi
47,female,business,graduate,party,concert,Phra Nakhon,journey,11,The Mall Bang Kapi
45,male,business,bachelor,party,travel,Nong Khaem,journey,11,The Mall Bang Kapi
27,female,employee,bachelor,party,celebrity,Chatuchak,journey,11,The Mall Bang Kapi
39,male,business,other,party,movie,Huai Khwang,journey,11,The Mall Bang Kapi
55,male,enterprise,bachelor,party,concert,Chatuchak,journey,10,The Mall Bang Kapi
49,male,official,graduate,party,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
37,female,business,graduate,party,other,Chatuchak,journey,11,The Mall Bang Kapi
49,male,employee,bachelor,party,concert,Lat Phrao,journey,10,The Mall Bang Kapi
49,female,freelance,bachelor,party,travel,Huai Khwang,journey,11,The Mall Bang Kapi
54,female,employee,bachelor,party,concert,Bang Kapi,journey,10,The Mall Bang Kapi
30,male,employee,secondary,party,travel,Nong Khaem,journey,11,The Mall Bang Kapi
37,female,employee,bachelor,party,rally,Wang Thonglang,journey,11,The Mall Bang Kapi
32,female,employee,bachelor,party,travel,Suan Luang,journey,10,The Mall Bang Kapi
43,female,employee,bachelor,party,travel,Chatuchak,journey,11,The Mall Bang Kapi
38,female,business,bachelor,party,travel,Bueng Kum,journey,10,The Mall Bang Kapi
28,female,employee,bachelor,party,movie,Khlong Sam Wa,journey,11,The Mall Bang Kapi
29,female,employee,bachelor,party,concert,Bang Sue,journey,11,The Mall Bang Kapi
51,female,other,other,party,travel,Bang Sue,journey,10,The Mall Bang Kapi
43,female,business,bachelor,party,concert,Bang Khun Thian,journey,11,The Mall Bang Kapi
29,female,employee,bachelor,party,movie,Bueng Kum,journey,10,The Mall Bang Kapi
36,female,employee,bachelor,party,travel,Thawi Watthana,journey,11,The Mall Bang Kapi
29,male,employee,bachelor,party,concert,Chatuchak,journey,10,The Mall Bang Kapi
47,female,employee,bachelor,party,travel,Taling Chan,journey,10,The Mall Bang Kapi
59,female,employee,bachelor,party,travel,Khlong Toei,journey,10,The Mall Bang Kapi
30,female,employee,graduate,party,travel,Phaya Thai,journey,11,The Mall Bang Kapi
41,male,business,bachelor,party,concert,Huai Khwang,journey,11,The Mall Bang Kapi
41,male,employee,secondary,party,rally,Bang Bon,journey,11,The Mall Bang Kapi
33,female,employee,bachelor,party,concert,Chatuchak,journey,11,The Mall Bang Kapi
20,female,student,secondary,party,travel,Huai Khwang,journey,10,The Mall Bang Kapi
23,female,student,bachelor,party,concert,Samphanthawong,journey,11,The Mall Bang Kapi
40,male,housewife,secondary,party,travel,Thawi Watthana,journey,10,The Mall Bang Kapi
54,male,official,bachelor,party,travel,Bang Khen,journey,11,The Mall Bang Kapi
35,male,business,bachelor,party,travel,Wang Thonglang,journey,10,The Mall Bang Kapi
38,male,business,graduate,party,movie,Wang Thonglang,journey,10,The Mall Bang Kapi
53,female,other,primary,party,movie,Bang Khae,journey,11,The Mall Bang Kapi
48,male,employee,bachelor,party,movie,Bang Kapi,journey,11,The Mall Bang Kapi
47,female,employee,graduate,party,travel,Huai Khwang,journey,10,The Mall Bang Kapi
45,male,business,secondary,party,family,Bang Kapi,journey,11,The Mall Bang Kapi
34,female,business,bachelor,party,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
46,female,official,bachelor,party,travel,Lat Phrao,journey,11,The Mall Bang Kapi
32,male,employee,bachelor,party,concert,Din Daeng,journey,11,The Mall Bang Kapi
26,female,other,other,party,travel,Prawet,journey,11,The Mall Bang Kapi
38,female,business,graduate,party,travel,Chom Thong,journey,10,The Mall Bang Kapi
27,male,other,bachelor,party,travel,Din Daeng,journey,11,The Mall Bang Kapi
18,male,student,secondary,party,concert,Bang Khun Thian,journey,10,The Mall Bang Kapi
28,female,business,bachelor,party,travel,Phasi Charoen,journey,11,The Mall Bang Kapi
23,male,student,bachelor,party,travel,Bang Sue,journey,10,The Mall Bang Kapi
56,male,official,graduate,party,movie,Min Buri,journey,11,The Mall Bang Kapi
58,female,freelance,secondary,party,travel,Bang Khen,journey,11,The Mall Bang Kapi
36,female,official,bachelor,party,concert,Bang Kapi,journey,11,The Mall Bang Kapi
63,female,housewife,secondary,party,travel,Min Buri,journey,11,The Mall Bang Kapi
36,female,employee,bachelor,party,travel,Khlong Sam Wa,journey,10,The Mall Bang Kapi
53,male,business,bachelor,party,sport,Khlong Sam Wa,journey,11,The Mall Bang Kapi
48,male,other,other,party,rally,Dusit,journey,11,The Mall Bang Kapi
42,female,employee,bachelor,party,travel,Nong Chok,journey,11,The Mall Bang Kapi
47,male,business,bachelor,party,concert,Bang Kapi,journey,11,The Mall Bang Kapi
42,female,business,bachelor,party,concert,Samphanthawong,journey,11,The Mall Bang Kapi
43,male,freelance,graduate,party,travel,Bang Kapi,journey,11,The Mall Bang Kapi
28,female,enterprise,graduate,party,celebrity,Pom Prap Sattru Phai,journey,11,The Mall Bang Kapi
42,female,employee,graduate,party,movie,Thung Khru,journey,10,The Mall Bang Kapi
49,male,business,diploma,party,family,Bang Sue,journey,11,The Mall Bang Kapi
25,female,student,bachelor,party,travel,Thawi Watthana,journey,10,The Mall Bang Kapi
40,female,business,graduate,party,travel,Prawet,journey,11,The Mall Bang Kapi
32,female,other,bachelor,party,travel,Lak Si,journey,11,The Mall Bang Kapi
35,female,business,bachelor,party,family,Bang Kho Laem,journey,10,The Mall Bang Kapi
31,female,employee,bachelor,party,concert,Khan Na Yao,journey,11,The Mall Bang Kapi
16,male,student,secondary,party,travel,Huai Khwang,journey,10,The Mall Bang Kapi
48,female,official,bachelor,party,travel,Nong Khaem,journey,11,The Mall Bang Kapi
44,female,other,bachelor,party,concert,Bueng Kum,journey,11,The Mall Bang Kapi
42,male,employee,bachelor,party,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
38,male,employee,graduate,party,movie,Bang Kapi,journey,11,The Mall Bang Kapi
39,female,employee,bachelor,party,concert,Huai Khwang,journey,11,The Mall Bang Kapi
29,male,employee,diploma,party,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
42,female,employee,bachelor,party,concert,Wang Thonglang,journey,11,The Mall Bang Kapi
28,female,employee,bachelor,party,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
48,female,business,bachelor,party,sport,Thung Khru,journey,10,The Mall Bang Kapi
28,female,employee,bachelor,party,concert,Bang Khun Thian,journey,11,The Mall Bang Kapi
37,male,business,bachelor,party,concert,Phasi Charoen,journey,11,The Mall Bang Kapi
46,female,business,bachelor,party,concert,Bang Khae,journey,10,The Mall Bang Kapi
